Frame_Idx,Hips-T_X,Hips-T_Y,Hips-T_Z,Hips-R_X,Hips-R_Z,Hips-R_Y,RUL-T_X,RUL-T_Y,RUL-T_Z,RUL-R_X,RUL-R_Z,RUL-R_Y,RK-T_X,RK-T_Y,RK-T_Z,RK-R_X,RK-R_Z,RK-R_Y,RF-T_X,RF-T_Y,RF-T_Z,RF-R_X,RF-R_Z,RF-R_Y,LUL-T_X,LUL-T_Y,LUL-T_Z,LUL-R_X,LUL-R_Z,LUL-R_Y,LK-T_X,LK-T_Y,LK-T_Z,LK-R_X,LK-R_Z,LK-R_Y,LF-T_X,LF-T_Y,LF-T_Z,LF-R_X,LF-R_Z,LF-R_Y,Label
9,118.02056884765624,3.961181640625,-54.78142929077149,0.418001800775528,1.5295368432998655,93.11812591552734,-10.261147499084473,-1.4848648309707642,-0.05139027535915375,2.3679370880126958,-1.2905642986297607,-3.775529146194458,-0.03456422686576843,-37.94916534423828,-0.05503202602267265,3.3233208656311035,-1.337646484375,0.6050029993057251,-0.1253010630607605,-36.050384521484375,-0.7755091190338135,-3.56472110748291,0.8371306657791138,-9.59378433227539,10.24570083618164,-1.4852029085159302,-0.030937459319829937,2.3646602630615234,1.4661240577697754,0.8080230355262756,-0.007864665240049362,-37.95098876953125,-0.020394813269376755,2.8321022987365723,0.4727213978767395,0.9254114627838136,0.05497245118021965,-36.14923858642578,-0.8998484611511229,-4.036571979522705,-0.13239413499832153,1.8227207660675049,0
10,118.02648162841795,3.959256410598755,-54.78179931640625,0.42411425709724426,1.5534913539886477,93.1203384399414,-10.259377479553224,-1.4850218296051023,-0.05584971606731415,2.3848350048065186,-1.2994459867477417,-3.814253807067871,-0.03521454334259033,-37.94897079467773,-0.059261709451675415,3.330440044403076,-1.3345667123794556,0.6402825117111206,-0.14148050546646118,-36.05502700805664,-0.7971452474594116,-3.69987154006958,0.9419857263565063,-9.66202163696289,10.246091842651367,-1.485168218612671,-0.02910049445927143,2.382725477218628,1.4521504640579224,0.8226695060729979,-0.005219352897256614,-37.95110321044922,-0.017979757860302925,2.8569161891937256,0.4686528444290161,0.9145064353942872,0.06614743173122406,-36.15009689331055,-0.8998522758483887,-4.059865951538087,-0.11672990769147873,1.812201142311096,0
11,118.03160095214844,3.9572536945343018,-54.78189086914063,0.42661207914352417,1.5555267333984375,93.12390899658205,-10.25794792175293,-1.4856960773468018,-0.05741523951292037,2.3871004581451416,-1.3034300804138184,-3.8161432743072514,-0.035440701991319656,-37.94880294799805,-0.061110440641641624,3.3302640914916988,-1.334258794784546,0.6401746273040771,-0.14044658839702606,-36.05426025390625,-0.7976207733154297,-3.699601888656616,0.9434260725975036,-9.66362476348877,10.24399471282959,-1.4849290847778318,-0.02406101115047932,2.3864572048187256,1.4499549865722656,0.8205696940422058,-0.009359920397400856,-37.95096206665039,-0.01880369521677494,2.8555312156677246,0.4667481780052185,0.9149309396743774,0.07336452603340149,-36.150535583496094,-0.9044912457466124,-4.060173034667969,-0.11495771259069446,1.8101783990859983,0
12,118.0367431640625,3.955215215682984,-54.7849006652832,0.4254489541053772,1.5892359018325806,93.11903381347656,-10.257115364074707,-1.4861987829208374,-0.05493582040071488,2.426341772079468,-1.3004847764968872,-3.826874732971192,-0.03693298250436783,-37.94849395751953,-0.06065802276134491,3.3244621753692627,-1.3333981037139893,0.6542345285415649,-0.1542343944311142,-36.05828857421875,-0.812402069568634,-3.7865498065948486,1.01470685005188,-9.698641777038574,10.242473602294922,-1.4841692447662354,-0.027657881379127502,2.406940698623657,1.4515808820724487,0.8336981534957886,-0.013471611775457859,-37.95119094848633,-0.020004473626613617,2.883748769760132,0.4692760407924652,0.8988993167877197,0.07628397643566133,-36.1500358581543,-0.9035130143165588,-4.075185298919679,-0.11457102000713347,1.8203390836715696,0
13,118.041015625,3.953200578689575,-54.78788757324219,0.4259293079376221,1.5912320613861084,93.12104034423828,-10.256467819213867,-1.4859757423400881,-0.05409455671906471,2.430093288421631,-1.3006685972213743,-3.82717227935791,-0.03742288053035736,-37.94831466674805,-0.061848033219575875,3.3224985599517822,-1.3348230123519895,0.6539983153343201,-0.15604281425476074,-36.05873107910156,-0.8134753704071045,-3.786280870437622,1.0161443948745728,-9.70024585723877,10.240983963012695,-1.4843229055404663,-0.025283245369791985,2.4085898399353027,1.4498060941696167,0.8331924676895142,-0.017060359939932827,-37.95127487182617,-0.02138545736670494,2.8840341567993164,0.4708418250083923,0.8974732160568237,0.07984326779842378,-36.14905548095703,-0.9057850837707521,-4.071116924285889,-0.11753257364034653,1.8220003843307493,0
14,118.04436492919922,3.951728343963623,-54.78779602050781,0.4319575428962708,1.6131279468536377,93.11216735839844,-10.256587982177734,-1.4846749305725098,-0.05482834950089455,2.437154531478882,-1.3133816719055176,-3.779932022094727,-0.03946337848901749,-37.9482536315918,-0.06545022130012512,3.339074850082397,-1.324584722518921,0.6148538589477539,-0.13824503123760226,-36.05587768554688,-0.8060453534126282,-3.7027463912963863,0.9345405101776124,-9.655797958374023,10.238792419433594,-1.4851207733154297,-0.02766871266067028,2.4232499599456787,1.4446309804916382,0.8500521779060364,-0.015615674667060375,-37.951473236083984,-0.02105867676436901,2.905001401901245,0.4610102772712708,0.8677825927734375,0.08587213605642319,-36.14871597290039,-0.9039128422737122,-4.0881123542785645,-0.10029501467943193,1.8429739475250244,0
15,118.04557800292969,3.9497911930084233,-54.791015625,0.4338515996932984,1.6469080448150637,93.11598205566406,-10.255738258361816,-1.4845693111419678,-0.05441021546721458,2.4678053855896,-1.3134877681732178,-3.790621042251587,-0.039792802184820175,-37.948238372802734,-0.06538216024637222,3.341874837875366,-1.3265331983566284,0.6233455538749695,-0.14188194274902344,-36.05697250366211,-0.8129778504371643,-3.727947235107422,0.9438864588737488,-9.664535522460938,10.239566802978516,-1.4851466417312622,-0.023639433085918427,2.464149713516236,1.436929702758789,0.8970242142677307,-0.015868915244936943,-37.95167541503906,-0.016857149079442024,2.9095678329467773,0.4680777192115784,0.8030793070793152,0.0902593806385994,-36.14806365966797,-0.8992998600006104,-4.098379135131837,-0.10258401930332184,1.8784115314483645,0
16,118.04682159423828,3.9475798606872563,-54.790245056152344,0.43699967861175537,1.664806246757507,93.11418914794922,-10.256314277648926,-1.4841526746749878,-0.05200488492846489,2.4826271533966064,-1.3142130374908447,-3.8009541034698486,-0.029080474749207493,-37.9505729675293,-0.03035454079508781,3.463306427001953,-1.3613823652267456,0.6817834377288818,-0.13699188828468326,-36.06047058105469,-0.7836072444915771,-3.890791654586792,1.0076258182525637,-9.733773231506348,10.238602638244627,-1.4855289459228516,-0.02452708408236504,2.4849178791046143,1.4360440969467163,0.9112161993980408,-0.016032416373491287,-37.951751708984375,-0.016643855720758438,2.920185089111328,0.4680203497409821,0.7776870727539062,0.08924160152673721,-36.14664077758789,-0.8888132572174072,-4.114794731140137,-0.09511716663837433,1.891162633895874,0
17,118.04925537109376,3.9458692073822017,-54.79115676879883,0.4401035904884337,1.6886733770370483,93.12028503417969,-10.257644653320312,-1.484921097755432,-0.05314050242304802,2.4990859031677246,-1.3163703680038452,-3.84001898765564,-0.03021083027124405,-37.95092391967773,-0.0290079265832901,3.4869601726531982,-1.3638092279434204,0.7196217179298401,-0.11668313294649126,-36.0544548034668,-0.7619616389274597,-3.7822556495666495,0.8831406831741333,-9.693564414978027,10.241150856018066,-1.4847242832183838,-0.019851375371217728,2.5249292850494385,1.4283748865127563,0.9354265332221984,-0.010440281592309477,-37.95179748535156,-0.011942700482904913,2.9186725616455083,0.4651794135570526,0.7320167422294617,0.09071820229291916,-36.14709854125977,-0.8773233890533447,-4.1259284019470215,-0.08773115277290344,1.905949950218201,0
18,118.05237579345705,3.9440512657165527,-54.792869567871094,0.4450022876262665,1.6967159509658811,93.12432861328124,-10.258482933044434,-1.4853407144546509,-0.053581882268190384,2.507776498794556,-1.3172038793563845,-3.858023405075073,-0.02844435721635818,-37.951568603515625,-0.02009574882686138,3.52925705909729,-1.3732105493545532,0.7346860766410828,-0.12312348932027815,-36.05581665039063,-0.7511427402496338,-3.864379405975342,0.9198796153068542,-9.712480545043944,10.239408493041992,-1.4842587709426882,-0.01692333072423935,2.5368151664733887,1.4225183725357056,0.9482271671295166,-0.012287326157093048,-37.95172119140625,-0.010440322570502758,2.9246480464935303,0.469415009021759,0.7077513933181763,0.09130267798900604,-36.14784622192383,-0.8738665580749512,-4.1392531394958505,-0.0835578665137291,1.913864493370056,0
19,118.05653381347656,3.942066431045532,-54.79335021972656,0.4478856921195984,1.7086950540542605,93.13628387451172,-10.259538650512695,-1.4848214387893677,-0.05463036522269249,2.521346092224121,-1.3156143426895142,-3.911741018295288,-0.024737469851970676,-37.95162582397461,-0.020278627052903172,3.5407485961914062,-1.3910449743270874,0.8094753623008728,-0.11269398778676988,-36.05403137207031,-0.7385427355766296,-3.833367586135864,0.8764553070068359,-9.737354278564453,10.237456321716307,-1.4844542741775513,-0.014912296086549759,2.5542898178100586,1.4165239334106443,0.9467900395393372,-0.0147719020023942,-37.95172882080078,-0.01020036172121763,2.93117618560791,0.4705893695354462,0.6938716173171997,0.09993504732847214,-36.14732360839844,-0.8656945228576659,-4.156994342803955,-0.07991214096546173,1.9245110750198364,0
20,118.0608901977539,3.939908742904663,-54.79344177246094,0.44981127977371216,1.7166930437088013,93.14424896240234,-10.259685516357422,-1.4845088720321655,-0.054165169596672065,2.5332047939300537,-1.314836859703064,-3.924981355667114,-0.024546781554818157,-37.95164489746094,-0.020827101543545726,3.547285318374634,-1.3918403387069702,0.8152064085006714,-0.1193445399403572,-36.05575942993164,-0.7393662929534912,-3.882157802581787,0.9069361090660096,-9.754138946533203,10.23572063446045,-1.4846251010894775,-0.014381504617631437,2.565542697906494,1.41234028339386,0.9572080969810486,-0.016463557258248333,-37.95206069946289,-0.011467969045042992,2.9358730316162114,0.4757923185825348,0.6772783994674683,0.10340510308742523,-36.146087646484375,-0.8583163022994995,-4.1636924743652335,-0.07510524243116379,1.923866629600525,0
21,118.06526184082031,3.937709331512451,-54.79363632202149,0.44981127977371216,1.7166930437088013,93.14424896240234,-10.258794784545898,-1.484439253807068,-0.053313832730054855,2.533231258392334,-1.3165957927703855,-3.923243999481201,-0.022385528311133385,-37.95144653320313,-0.02567640691995621,3.547108888626098,-1.3915255069732666,0.8150878548622131,-0.11539293080568315,-36.05431747436523,-0.7330110669136047,-3.8488538265228267,0.8763462901115417,-9.739834785461426,10.232873916625977,-1.4845178127288818,-0.016123272478580475,2.565542697906494,1.41234028339386,0.9572080969810486,-0.01843656599521637,-37.95207214355469,-0.015720408409833908,2.9375336170196533,0.4759897589683533,0.6790405511856079,0.10847555100917816,-36.145240783691406,-0.8530153036117554,-4.1617794036865225,-0.08022990822792052,1.92435884475708,0
22,118.06855010986328,3.9358198642730713,-54.79423904418945,0.4561033844947815,1.7147257328033447,93.11627960205078,-10.260540962219238,-1.4846746921539309,-0.04539533331990242,2.5409352779388428,-1.3166115283966064,-3.888493299484253,-0.022750299423933033,-37.95175552368164,-0.0217233095318079,3.5541462898254395,-1.3999732732772827,0.7824944853782654,-0.1272827833890915,-36.05643081665039,-0.7349867820739746,-3.937910079956055,0.94190776348114,-9.757576942443848,10.234684944152832,-1.4841620922088623,-0.019457213580608368,2.5754168033599854,1.4000968933105469,0.9969152808189392,-0.014078295789659025,-37.95194625854492,-0.014374573715031147,2.936007022857666,0.4743170440196991,0.6840448975563049,0.1086745262145996,-36.1455192565918,-0.8439120650291443,-4.170853614807129,-0.07387339323759079,1.9047367572784424,0
23,118.07144927978516,3.933924436569214,-54.79516983032226,0.4565856456756592,1.7167232036590576,93.11827850341795,-10.259561538696287,-1.4860241413116455,-0.045299384742975235,2.5447118282318115,-1.3185536861419678,-3.887027740478516,-0.02124592289328575,-37.95162963867188,-0.02575241401791573,3.55263614654541,-1.39799165725708,0.7791221737861633,-0.1242288127541542,-36.05369567871094,-0.7263395190238953,-3.903362274169922,0.9085161089897156,-9.740939140319824,10.234837532043457,-1.4825999736785889,-0.020489539951086044,2.5773892402648926,1.3998136520385742,0.9949286580085754,-0.013490235432982443,-37.95198822021485,-0.01865903846919537,2.937664031982422,0.4745155870914459,0.685796856880188,0.10756241530179976,-36.14557266235352,-0.8376824855804443,-4.168935775756837,-0.078997403383255,1.90522575378418,0
24,118.074951171875,3.9316833019256587,-54.7938117980957,0.4588223397731781,1.7088619470596311,93.12612915039062,-10.26058578491211,-1.4858049154281616,-0.04282976686954498,2.5492019653320312,-1.3167239427566528,-3.8933255672454834,-0.021918626502156258,-37.95156478881836,-0.022740088403224945,3.551974058151245,-1.4012234210968018,0.7872647047042847,-0.13228139281272888,-36.05633544921875,-0.7295223474502563,-3.982312679290772,0.9677296876907348,-9.77875804901123,10.235307693481444,-1.4830843210220337,-0.01762604527175426,2.571818828582764,1.3973828554153442,1.0009195804595947,-0.012832369655370712,-37.95215606689453,-0.018505090847611427,2.940115213394165,0.4761793315410614,0.6699850559234619,0.1053999289870262,-36.144386291503906,-0.836593747138977,-4.180384159088135,-0.06674684584140778,1.9070810079574585,0
25,118.07941436767578,3.9292454719543457,-54.79192733764648,0.4660451114177704,1.697091817855835,93.12218475341795,-10.26121425628662,-1.484576940536499,-0.038562007248401635,2.54890513420105,-1.320475935935974,-3.8600063323974614,-0.020760567858815197,-37.95164489746094,-0.020403681322932243,3.554378032684326,-1.407817244529724,0.8029835820198059,-0.12084690481424333,-36.05326461791992,-0.7136467695236206,-3.93999981880188,0.9091542363166808,-9.797830581665039,10.236230850219727,-1.484544038772583,-0.015181537717580797,2.567584276199341,1.3889886140823364,1.0464135408401491,-0.008744101971387863,-37.95206832885742,-0.013354894705116749,2.9494705200195312,0.4685904085636139,0.6629719138145447,0.10982758551836014,-36.14380645751953,-0.8318197131156921,-4.198539733886719,-0.06332781165838243,1.8785436153411863,0
26,118.08601379394531,3.926748037338257,-54.79072952270508,0.4637192487716675,1.6931231021881104,93.1327896118164,-10.262943267822266,-1.484879732131958,-0.04086581245064736,2.560511827468872,-1.3170640468597412,-3.8620872497558594,-0.02345876954495907,-37.95162963867188,-0.023008260875940326,3.5490818023681636,-1.4049010276794434,0.8146270513534546,-0.12531539797782898,-36.05525588989258,-0.7104355096817017,-4.023977279663087,0.9661749601364136,-9.846234321594238,10.235554695129396,-1.4842134714126587,-0.012308906763792038,2.564465284347534,1.3967219591140747,1.049992561340332,-0.011197135783731936,-37.95202255249024,-0.01433727703988552,2.950639247894287,0.4704323709011078,0.6427937746047974,0.10650010406970978,-36.142555236816406,-0.8335578441619873,-4.199860572814941,-0.06473034620285034,1.8860669136047363,0
27,118.09172821044922,3.92417311668396,-54.78952026367188,0.4729148149490357,1.6755489110946655,93.16942596435548,-10.26447296142578,-1.48314106464386,-0.04553157836198807,2.551220178604126,-1.3269656896591189,-3.893757343292236,-0.022335322573781013,-37.95172119140625,-0.021913964301347733,3.5543224811553955,-1.4111136198043823,0.815454363822937,-0.11623745411634445,-36.05438232421875,-0.7034584283828735,-4.027360439300537,0.9660956859588624,-9.846367835998537,10.23453426361084,-1.485962152481079,-0.00432768277823925,2.551055192947388,1.393460750579834,1.0303512811660769,-0.008753233589231968,-37.95205307006836,-0.011101383715867994,2.9594168663024902,0.4559118151664734,0.649130642414093,0.10882481187582016,-36.14142990112305,-0.8297433257102966,-4.2122511863708505,-0.052100066095590584,1.8631571531295776,0
28,118.09800720214844,3.921908140182495,-54.78779220581055,0.4696210324764252,1.6715703010559082,93.18555450439452,-10.2633638381958,-1.4840891361236572,-0.044069014489650726,2.561103820800781,-1.3241710662841797,-3.897836446762085,-0.022222679108381268,-37.95144271850586,-0.021232135593891144,3.544854164123535,-1.4050394296646118,0.8098054528236389,-0.1117628663778305,-36.05294418334961,-0.6971649527549744,-4.0087246894836435,0.9343672394752502,-9.816781997680664,10.23426628112793,-1.4854065179824831,-1.855037407949567e-05,2.5518739223480225,1.4011162519454956,1.0608344078063965,-0.010938608087599276,-37.95197296142578,-0.010518322698771955,2.9578363895416264,0.460826575756073,0.5985353589057922,0.10589141398668288,-36.14049530029297,-0.8285745978355408,-4.214849948883057,-0.058412984013557434,1.8441839218139648,0
29,118.1049575805664,3.920060396194458,-54.78645706176758,0.4796406328678131,1.657936692237854,93.21356201171876,-10.262920379638672,-1.4826014041900637,-0.0448925606906414,2.5605499744415283,-1.3330090045928955,-3.9139420986175537,-0.019523166120052338,-37.95128631591797,-0.0195301566272974,3.5420820713043213,-1.4106602668762207,0.8056861758232117,-0.11234992742538452,-36.05416488647461,-0.6970652937889099,-4.036555767059326,0.9593387842178344,-9.829644203186037,10.23228359222412,-1.4871567487716677,0.003562729107216001,2.5427491664886475,1.3987767696380615,1.0514532327651978,-0.013735792599618437,-37.95200729370117,-0.012354787439107895,2.9578516483306885,0.4571982026100159,0.5792717337608337,0.10537166148424147,-36.13999938964844,-0.8239688277244568,-4.219417095184326,-0.060269754379987724,1.84704065322876,0
30,118.112060546875,3.9179265499114986,-54.78544998168945,0.4763712882995606,1.6519722938537598,93.23120880126952,-10.262353897094727,-1.4833133220672607,-0.04867275431752205,2.5528557300567627,-1.3279629945755005,-3.981987476348877,-0.020354162901639942,-37.951026916503906,-0.02282109297811985,3.5482251644134517,-1.4120070934295654,0.8606711626052856,-0.11468560248613358,-36.054683685302734,-0.6983849406242371,-4.055215835571288,0.9601069688796996,-9.85049819946289,10.234186172485352,-1.486330270767212,0.004118829034268856,2.5384912490844727,1.3984643220901491,1.0832369327545166,-0.010739338584244251,-37.9517936706543,-0.013724546879529951,2.9642450809478764,0.4589942693710327,0.5446648597717285,0.1071401983499527,-36.13926696777344,-0.8170948624610901,-4.227820873260498,-0.05552855134010315,1.8241451978683472,0
31,118.119140625,3.9161205291748047,-54.78432083129883,0.4788729548454285,1.6540086269378662,93.23480224609376,-10.261585235595703,-1.483133316040039,-0.048887863755226135,2.5568034648895264,-1.3300844430923462,-3.9838957786560063,-0.01924511231482029,-37.95071792602539,-0.02657247520983219,3.54626202583313,-1.4134269952774048,0.8604340553283691,-0.0983356386423111,-36.04991912841797,-0.6816834807395935,-3.9389619827270512,0.8556127548217773,-9.796332359313963,10.235028266906738,-1.4864695072174072,0.0017483520787209272,2.541905403137207,1.3948030471801758,1.0825983285903928,-0.00966101698577404,-37.95170211791992,-0.017424020916223526,2.9648191928863525,0.4588529169559479,0.5454376935958862,0.10898377746343613,-36.138587951660156,-0.8127526640892029,-4.2257161140441895,-0.0570751428604126,1.8220665454864504,0
32,118.12584686279295,3.9145946502685542,-54.78274154663086,0.4810806810855866,1.6323039531707764,93.27525329589844,-10.261444091796877,-1.4829347133636477,-0.05409280955791474,2.5394527912139893,-1.3297569751739502,-4.0192041397094735,-0.02061447873711586,-37.95053482055664,-0.027060266584157944,3.5521450042724614,-1.4100645780563354,0.8611367344856262,-0.10918451100587843,-36.05350875854492,-0.6904298663139343,-4.020018577575684,0.9143958687782288,-9.834342956542967,10.234156608581543,-1.4869699478149414,0.006261492613703013,2.5221235752105717,1.396458625793457,1.0561153888702393,-0.011539477854967116,-37.95173645019531,-0.02053283154964447,2.9650166034698486,0.4586815536022186,0.5293192863464355,0.10843954235315324,-36.13799285888672,-0.8077235817909241,-4.231719493865967,-0.05198690295219421,1.823871612548828,0
